expenditure ID,TIF DISTRICT,AREA,DISTRICT EXPIRATION,PROJECT / EXPENDITURE,YEAR,STATUS,AMOUNT,BALANCE,REF
679,Chicago/Central Park,Northwest Side,2026-12-31,Disposition Services--Franklin/Whipple/Chicago/Kedzie ,2009,Pending,-150000,8901728,T-115
680,Chicago/Central Park,Northwest Side,2026-12-31,Broadband Initiative ,2009,Pending,-611405,8290322,T-115
681,Chicago/Central Park,Northwest Side,2026-12-31,27th Ward Yard Improvements  -- renovation of building ,2009,Requested,-2000000,6290322,T-115
682,Chicago/Central Park,Northwest Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,4704930,10995253,T-115
683,Chicago/Central Park,Northwest Side,2026-12-31,Administrative Costs ,2010,Committed,-89500,10905753,T-115
684,Chicago/Central Park,Northwest Side,2026-12-31,Rosa Parks Note 1 Payment ,2010,Committed,-225000,10680753,T-115
685,Chicago/Central Park,Northwest Side,2026-12-31,MSAC Ph.1 Debt Service 2010 - Chicago/Central Park share - Westinghouse ,2010,Committed,-987018,9693735,T-115
686,Chicago/Central Park,Northwest Side,2026-12-31,Potential Redevelopment Project ,2010,Pending,-300000,9393735,T-115
687,Chicago/Central Park,Northwest Side,2026-12-31,Potential Redevelopment Project ,2010,Pending,-400000,8993735,T-115
688,Chicago/Central Park,Northwest Side,2026-12-31,LUCHA - affordable rental ,2010,Pending,-2000000,6993735,T-115
689,Chicago/Central Park,Northwest Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,4704930,11698665,T-115
690,Chicago/Central Park,Northwest Side,2026-12-31,Administrative Costs ,2011,Committed,-89500,11609165,T-115
691,Chicago/Central Park,Northwest Side,2026-12-31,Rosa Parks Note Payment ,2011,Committed,-150000,11459165,T-115
692,Chicago/Central Park,Northwest Side,2026-12-31,MSAC Ph.1 Debt Service 2011 - Chicago/Central Park share - Westinghouse ,2011,Committed,-959658,10499508,T-115
693,Chicago/Kingsbury,Central,2024-12-31,FY Beginning Cash Balance ,2009,Appropriated,17208976,17208976,T- 94
694,Chicago/Kingsbury,Central,2024-12-31,E-Port Payment  -- Note A - 2009 ,2009,Appropriated,-3119800,14089176,T- 94
695,Chicago/Kingsbury,Central,2024-12-31,E-Port Payment  -- Note B - 2009 ,2009,Appropriated,-3500000,10589176,T- 94
696,Chicago/Kingsbury,Central,2024-12-31,Railroad track removal: Erie Street ,2009,Committed,-55000,10534176,T- 94
697,Chicago/Kingsbury,Central,2024-12-31,Railroad track removal: Ohio Street ,2009,Committed,-70000,10464176,T- 94
698,Chicago/Kingsbury,Central,2024-12-31,Professional Services-Study ,2009,Pending,-70000,10394176,T- 94
699,Chicago/Kingsbury,Central,2024-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,10765416,21159592,T- 94
700,Chicago/Kingsbury,Central,2024-12-31,Barry Callebaut Payment ,2010,Committed,-176000,20983592,T- 94
701,Chicago/Kingsbury,Central,2024-12-31,Administrative Costs ,2010,Committed,-176000,20807592,T- 94
702,Chicago/Kingsbury,Central,2024-12-31,Infinium HQ RDA ,2010,Committed,-205300,20602292,T- 94
703,Chicago/Kingsbury,Central,2024-12-31,E-Port Payment  -- Note A - 2010 ,2010,Committed,-3275260,17327032,T- 94
704,Chicago/Kingsbury,Central,2024-12-31,E-Port Payment  -- Note B - 2010 ,2010,Committed,-3500000,13827032,T- 94
705,Chicago/Kingsbury,Central,2024-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,10765416,24592448,T- 94
706,Chicago/Kingsbury,Central,2024-12-31,Barry Callebaut Payment ,2011,Committed,-176000,24416448,T- 94
707,Chicago/Kingsbury,Central,2024-12-31,Administrative Costs ,2011,Committed,-176000,24240448,T- 94
708,Chicago/Kingsbury,Central,2024-12-31,Infinium HQ RDA ,2011,Committed,-205300,24035148,T- 94
709,Chicago/Kingsbury,Central,2024-12-31,E-Port Payment  -- Note A - 2011 ,2011,Committed,-3611010,20424138,T- 94
710,Chinatown Basin,Central,2010-12-31,FY Beginning Cash Balance ,2009,Appropriated,9606207,9606207,T- 16
711,Chinatown Basin,Central,2010-12-31,"Stamped Concrete: Archer, Wentworth to Princeton ",2009,Appropriated,-44246,9561961,T- 16
712,Chinatown Basin,Central,2010-12-31,"Est. Property Tax Collections  -- 2008 levy, received 2009 ",2009,Committed,2218076,11780038,T- 16
713,Chinatown Basin,Central,2010-12-31,Chinatown Planning Study ,2009,Committed,-74030,11706008,T- 16
714,Chinatown Basin,Central,2010-12-31,"Street grading, Wentworth, 18th to 20th ",2009,Committed,-187200,11518808,T- 16
715,Chinatown Basin,Central,2010-12-31,"Est. Property Tax Collections  -- 2009 levy, received 2010 ",2010,Committed,2218076,13736884,T- 16
716,Chinatown Basin,Central,2010-12-31,Administrative Costs ,2010,Committed,-97000,13639884,T- 16
717,Chinatown Basin,Central,2010-12-31,Port to River South TIF for Ping Tom Park Expansion ,2010,Committed,-2000000,11639884,T- 16
718,Chinatown Basin,Central,2010-12-31,Port to 24th/Michigan for Wentworth Ave. Connector  -- Design ,2010,Pending,-500000,11139884,T- 16
719,Chinatown Basin,Central,2010-12-31,Port to 24th/Michigan for Red Line Chinatown Stop improvements ,2010,Pending,-600000,10539884,T- 16
720,Cicero/Archer,Southwest Side,2024-12-31,FY Beginning Cash Balance ,2009,Appropriated,2611269,2611269,T- 96
721,Cicero/Archer,Southwest Side,2024-12-31,Pre-Acquisition ,2009,Pending,-50000,2561269,T- 96
722,Cicero/Archer,Southwest Side,2024-12-31,Pre-Acquisition ,2009,Pending,-50000,2511269,T- 96
723,Cicero/Archer,Southwest Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,833823,3345093,T- 96
724,Cicero/Archer,Southwest Side,2024-12-31,Administrative Costs ,2010,Committed,-18000,3327093,T- 96
725,Cicero/Archer,Southwest Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,833823,4160916,T- 96
726,Cicero/Archer,Southwest Side,2024-12-31,Administrative Costs ,2011,Committed,-18000,4142916,T- 96
727,Clark/Montrose,North Side,2022-07-07,FY Beginning Cash Balance ,2009,Appropriated,4720337,4720337,T- 70
728,Clark/Montrose,North Side,2022-07-07,Port from Western Ave. North re: Clark Streetscape ,2009,Appropriated,2000000,6720337,T- 70
729,Clark/Montrose,North Side,2022-07-07,"Arterial streets ADA ramps design & construction  (min = 62,000 for design) ",2009,Appropriated,-394000,6326337,T- 70
730,Clark/Montrose,North Side,2022-07-07,Black Ensemble Theater Debt Service 2009 ,2009,Appropriated,-469700,5856637,T- 70
731,Clark/Montrose,North Side,2022-07-07,"Streetscape: Clark St. , Montrose to Ainslie ",2009,Appropriated,-6312986,-456349,T- 70
732,Clark/Montrose,North Side,2022-07-07,Chase Park imrovements ,2009,Pending,-200000,-656349,T- 70
733,Clark/Montrose,North Side,2022-07-07,Estimated Incremental Property Tax Revenue ,2010,Committed,1863796,1207447,T- 70
734,Clark/Montrose,North Side,2022-07-07,Administrative Costs ,2010,Committed,-31000,1176447,T- 70
735,Clark/Montrose,North Side,2022-07-07,Black Ensemble Theater Debt Service 2010 ,2010,Committed,-469700,706747,T- 70
736,Clark/Montrose,North Side,2022-07-07,SBIF ,2010,Committed,-500000,206747,T- 70
737,Clark/Montrose,North Side,2022-07-07,Estimated Incremental Property Tax Revenue ,2011,Committed,1863796,2070543,T- 70
738,Clark/Montrose,North Side,2022-07-07,Administrative Costs ,2011,Committed,-31000,2039543,T- 70
739,Clark/Montrose,North Side,2022-07-07,Black Ensemble Theater Debt Service 2011 ,2011,Committed,-844700,1194843,T- 70
740,Clark/Ridge,North Side,2022-09-29,FY Beginning Cash Balance ,2009,Appropriated,4619014,4619014,T- 74
741,Clark/Ridge,North Side,2022-09-29,1818 West Peterson Affordable Housing payment Feb 2009 ,2009,Appropriated,-635875,3983139,T- 74
742,Clark/Ridge,North Side,2022-09-29,SBIF: 1.75 M (auth. less 600k prev. less 250k = 1.15M remaining) ,2009,Committed,-250000,3733139,T- 74
743,Clark/Ridge,North Side,2022-09-29,24th District Police Station Air Handlers - remaining ,2009,Committed,-607000,3126139,T- 74
744,Clark/Ridge,North Side,2022-09-29,Senn High School Auditorium ,2009,Committed,-1000000,2126139,T- 74
745,Clark/Ridge,North Side,2022-09-29,24th District Police Station repairs  -- full recon ,2009,Requested,-2543000,-416861,T- 74
746,Clark/Ridge,North Side,2022-09-29,Estimated Incremental Property Tax Revenue ,2010,Committed,1510045,1093184,T- 74
747,Clark/Ridge,North Side,2022-09-29,Administrative Costs ,2010,Committed,-28700,1064484,T- 74
748,Clark/Ridge,North Side,2022-09-29,1818 West Peterson Affordable Housing-payment Feb 2010 ,2010,Committed,-635875,428609,T- 74
749,Clark/Ridge,North Side,2022-09-29,Estimated Incremental Property Tax Revenue ,2011,Committed,1510045,1938654,T- 74
750,Clark/Ridge,North Side,2022-09-29,Administrative Costs ,2011,Committed,-28700,1909954,T- 74
751,Clark/Ridge,North Side,2022-09-29,1818 West Peterson Affordable Housing-payment Feb 2011 ,2011,Committed,-635875,1274079,T- 74
752,Commercial Avenue,South Side,2026-12-31,FY Beginning Cash Balance ,2009,Appropriated,5838795,5838795,T-128
753,Commercial Avenue,South Side,2026-12-31,"Diagonal parking: Commercial Ave., 97th to 98th ",2009,Appropriated,-68491,5770303,T-128
754,Commercial Avenue,South Side,2026-12-31,"Sidewalks: Commercial Ave., 97th to 98th ",2009,Appropriated,-107292,5663011,T-128
755,Commercial Avenue,South Side,2026-12-31,"Street resurfacing: 97th, Commercial to first alley west ",2009,Committed,-17380,5645631,T-128
756,Commercial Avenue,South Side,2026-12-31,Commercial Avenue Retail Market Study ,2009,Committed,-40000,5605631,T-128
757,Commercial Avenue,South Side,2026-12-31,SBIF (1.5 authorized) ,2009,Committed,-1500000,4105631,T-128
758,Commercial Avenue,South Side,2026-12-31,"Diagonal Parking on Commercial Avenue; 97th Street, 88th Street and 88th/Houston ",2009,Pending,-195000,3910631,T-128
759,Commercial Avenue,South Side,2026-12-31,Ornamental Lighting: 91st - 93rd Commercial Avenue ,2009,Pending,-300000,3610631,T-128
760,Commercial Avenue,South Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,1682645,5293276,T-128
761,Commercial Avenue,South Side,2026-12-31,Administrative Costs ,2010,Committed,-26600,5266676,T-128
762,Commercial Avenue,South Side,2026-12-31,TIFWorks Job Training ,2010,Pending,-75000,5191676,T-128
763,Commercial Avenue,South Side,2026-12-31,Sidewalk Replacement: 88th & Commercial ,2010,Pending,-155000,5036676,T-128
764,Commercial Avenue,South Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,1682645,6719321,T-128
765,Commercial Avenue,South Side,2026-12-31,Administrative Costs ,2011,Committed,-26600,6692721,T-128
766,Devon/Sheridan,North Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,692335,692335,T-134
767,Devon/Sheridan,North Side,2028-12-31,SBIF  -- add'l ,2009,Appropriated,-25000,667335,T-134
768,Devon/Sheridan,North Side,2028-12-31,"UG II, LLC  -- Uncommon Ground RA ",2009,Committed,-103447,563888,T-134
769,Devon/Sheridan,North Side,2028-12-31,TIF Note Series 2007A Debt Service - 2009 - 1 of 3 payments remaining ,2009,Committed,-142000,421888,T-134
770,Devon/Sheridan,North Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,307663,729551,T-134
771,Devon/Sheridan,North Side,2028-12-31,Administrative Costs ,2010,Committed,-5860,723691,T-134
772,Devon/Sheridan,North Side,2028-12-31,Loyola Mundelein Center ,2010,Committed,-65000,658691,T-134
773,Devon/Sheridan,North Side,2028-12-31,UGII  -- Uncommon Ground RA ,2010,Committed,-103447,555244,T-134
774,Devon/Sheridan,North Side,2028-12-31,TIF Note Series 2007A Debt Service - 2010 - 1 of 2 payments remaining ,2010,Committed,-152358,402886,T-134
775,Devon/Sheridan,North Side,2028-12-31,6610 N. Sheridan - Inverbrass Funds RDA payment @ completion ,2010,Pending,-300000,102886,T-134
776,Devon/Sheridan,North Side,2028-12-31,Neigh. Imp. Prgm./SBIF Program ,2010,Pending,-1500000,-1397114,T-134
777,Devon/Sheridan,North Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,307663,-1089451,T-134
778,Devon/Sheridan,North Side,2028-12-31,Administrative Costs ,2011,Committed,-5860,-1095311,T-134
779,Devon/Sheridan,North Side,2028-12-31,Loyola Mundelein Center ,2011,Committed,-32453,-1127764,T-134
780,Devon/Sheridan,North Side,2028-12-31,"UG II, LLC  -- Uncommon Ground RA ",2011,Committed,-103447,-1231211,T-134
781,Devon/Sheridan,North Side,2028-12-31,TIF Neigh. Imp. Prgm. Note Series 2007A Debt Service - 2011 - final payment ,2011,Committed,-143715,-1374926,T-134
782,Devon/Western,North Side,2023-12-31,FY Beginning Cash Balance ,2009,Appropriated,4749930,4749930,T- 76
783,Devon/Western,North Side,2023-12-31,Pre-Acquisition Account ,2009,Committed,-50000,4699930,T- 76
784,Devon/Western,North Side,2023-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,2644255,7344185,T- 76
785,Devon/Western,North Side,2023-12-31,Administrative Costs ,2010,Committed,-32000,7312185,T- 76
786,Devon/Western,North Side,2023-12-31,MSAC Ph.1 Debt Service 2010 - port to Touhy/Western - Boone Clinton ,2010,Committed,-379339,6932846,T- 76
787,Devon/Western,North Side,2023-12-31,Potential Redevelopment Project ,2010,Pending,-3000000,3932846,T- 76
788,Devon/Western,North Side,2023-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,2644255,6577101,T- 76
789,Devon/Western,North Side,2023-12-31,Administrative Costs ,2011,Committed,-32000,6545101,T- 76
790,Devon/Western,North Side,2023-12-31,Devon-Rockwell Garage ,2011,Committed,-419746,6125355,T- 76
791,Devon/Western,North Side,2023-12-31,MSAC Ph.1 Debt Service 2011 - port to Touhy/Western - Boone Clinton ,2011,Committed,-436206,5689148,T- 76
792,Diversey/Narragansett,Northwest Side,2027-12-31,FY Beginning Cash Balance ,2009,Appropriated,3535551,3535551,T-129
793,Diversey/Narragansett,Northwest Side,2027-12-31,Brickyard Project Note 2 ,2009,Appropriated,-15123,3520428,T-129
794,Diversey/Narragansett,Northwest Side,2027-12-31,Brickyard RDA Note 1 ,2009,Appropriated,-1619700,1900728,T-129
795,Diversey/Narragansett,Northwest Side,2027-12-31,RIIS Park: new playground and turf ,2009,Pending,-1000000,900728,T-129
796,Diversey/Narragansett,Northwest Side,2027-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,2290118,3190846,T-129
797,Diversey/Narragansett,Northwest Side,2027-12-31,Brickyard Project Note 2 ,2010,Committed,-15123,3175723,T-129
798,Diversey/Narragansett,Northwest Side,2027-12-31,Administrative Costs ,2010,Committed,-33200,3142523,T-129
799,Diversey/Narragansett,Northwest Side,2027-12-31,Brickyard RDA Note 1 ,2010,Committed,-1619700,1522823,T-129
800,Diversey/Narragansett,Northwest Side,2027-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,2290118,3812941,T-129
801,Diversey/Narragansett,Northwest Side,2027-12-31,Brickyard Project Note 2 ,2011,Committed,-15123,3797818,T-129
802,Diversey/Narragansett,Northwest Side,2027-12-31,Administrative Costs ,2011,Committed,-33200,3764618,T-129
803,Diversey/Narragansett,Northwest Side,2027-12-31,Brickyard RDA Note 1 ,2011,Committed,-1619700,2144918,T-129
804,Division/Homan,Northwest Side,2025-12-31,FY Beginning Cash Balance ,2009,Appropriated,2482276,2482276,T-107
805,Division/Homan,Northwest Side,2025-12-31,Demolition reimbursement ,2009,Appropriated,-8300,2473976,T-107
806,Division/Homan,Northwest Side,2025-12-31,Pre-Acquisition Account ,2009,Committed,-50000,2423976,T-107
807,Division/Homan,Northwest Side,2025-12-31,LaEstancia Ph. II & III ,2009,Committed,-201371,2222605,T-107
808,Division/Homan,Northwest Side,2025-12-31,Payoff of Outstanding Bank Note Balance ,2009,Committed,-446000,1776605,T-107
809,Division/Homan,Northwest Side,2025-12-31,IPRAC RDA ,2009,Committed,-446480,1330125,T-107
810,Division/Homan,Northwest Side,2025-12-31,Broadband Initiative ,2009,Pending,-196157,1133968,T-107
811,Division/Homan,Northwest Side,2025-12-31,Neighborhood Improvement Fund ,2009,Pending,-500000,633968,T-107
812,Division/Homan,Northwest Side,2025-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,1126165,1760133,T-107
813,Division/Homan,Northwest Side,2025-12-31,Administrative Costs ,2010,Committed,-20600,1739533,T-107
814,Division/Homan,Northwest Side,2025-12-31,LaEstancia Ph. II & III ,2010,Committed,-201371,1538162,T-107
815,Division/Homan,Northwest Side,2025-12-31,"SBIF (1M auth., 500k remaining) ",2010,Pending,-500000,1038162,T-107
816,Division/Homan,Northwest Side,2025-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,1126165,2164328,T-107
817,Division/Homan,Northwest Side,2025-12-31,Administrative Costs ,2011,Committed,-20600,2143728,T-107
818,Division/Homan,Northwest Side,2025-12-31,Neigh. Imp. Prgm. Note Debt Service ,2011,Committed,-188292,1955436,T-107
819,Division/Homan,Northwest Side,2025-12-31,LaEstancia Ph. II & III ,2011,Committed,-201371,1754065,T-107
820,Division/Hooker,Northwest Side,2019-07-10,FY Beginning Cash Balance ,2009,Appropriated,1126155,1126155,T- 17
821,Division/Hooker,Northwest Side,2019-07-10,Estimated Incremental Property Tax Revenue ,2010,Committed,218121,1344276,T- 17
822,Division/Hooker,Northwest Side,2019-07-10,Federal Express Corp. Note Payment ,2010,Committed,0,1344276,T- 17
823,Division/Hooker,Northwest Side,2019-07-10,Administrative Costs ,2010,Committed,-8500,1335776,T- 17
824,Division/Hooker,Northwest Side,2019-07-10,Estimated Incremental Property Tax Revenue ,2011,Committed,218121,1553897,T- 17
825,Division/Hooker,Northwest Side,2019-07-10,Federal Express Corp. Note Payment ,2011,Committed,0,1553897,T- 17
826,Division/Hooker,Northwest Side,2019-07-10,Administrative Costs ,2011,Committed,-8500,1545397,T- 17
827,Division/North Branch,Northwest Side,2014-03-15,FY Beginning Cash Balance ,2009,Appropriated,26730,26730,T- 18
828,Division/North Branch,Northwest Side,2014-03-15,Estimated Incremental Property Tax Revenue ,2010,Committed,131314,158044,T- 18
